HDF,Complexity,Mobility,classe
2.1508081333485,1.43824981659621,0.540239818898657,0
1.9775707165181,1.93565794713086,0.397210566640598,0
2.02790760780237,1.28307029270311,0.653879952073053,0
2.09396886680849,1.29128720469383,0.667136284017276,0
2.04936844475289,1.35031167612605,0.632099093926844,0
2.0047260777165,1.33556952187884,0.585180460705978,0
2.01041650702868,1.50798031318425,0.522674899858252,0
2.11318020922637,1.52645343591603,0.508752735298482,0
2.07572703527181,1.58131199323598,0.474828700639736,0
2.11158007901201,1.42227843944329,0.581287124299911,0
2.08418431546699,1.37581195098857,0.56045485014916,0
1.93173881666082,1.62842951383727,0.476152888687542,0
2.011612190418,1.46962498771149,0.522298968014053,0
2.11631283490368,1.52856939028817,0.498537299127791,0
1.81790526319644,2.75824368577412,0.291171165802886,0
2.08002847944377,1.54964672508724,0.48396424514496,0
2.132824418039,1.71909628438707,0.468662132165635,0
2.12413059855922,1.62415653683752,0.479304002764365,0
1.95174347691876,1.91714763283809,0.397384001109871,0
2.14492929100969,1.54415983671961,0.465772261640073,0
1.89077430147878,1.75220917752229,0.452948747844847,0
1.90740312776011,1.99404926309239,0.347718622691452,0
1.93381342335262,1.73734313936582,0.411194748870112,0
1.79910546586934,2.74363194119113,0.276779967077179,0
1.76312821427901,3.29582912803581,0.231106719298791,0
1.98679445283435,2.04574432746087,0.389977737017509,0
1.92120222618773,1.52661479421131,0.473491124237338,0
2.10791535398119,1.55021328610625,0.509465475374136,0
1.894119764723,2.36656654599814,0.335808772873693,0
1.9054546408539,2.56116571317659,0.295356483756438,0
2.15951929850374,1.27090170621342,0.626485069523792,0
1.96003219184913,1.71068846816702,0.459214074217828,0
2.0263190757363,1.61856409055003,0.491400117140457,0
1.91577664262358,1.92529916187014,0.370112938277522,0
2.08490635117756,2.23763519384588,0.339297758930926,0
1.81614118416269,1.84760366111775,0.419484480049677,0
1.93759715066831,1.7011748940957,0.443107296472454,0
2.03972758993485,1.76894090593632,0.421792137372199,0
2.04604094118026,1.85414028109587,0.355392690927532,0
1.77654554890844,2.61826190887794,0.288419979057031,0
2.17671649854184,1.28911731697612,0.606864089629279,0
1.90391624819578,1.79447856803197,0.403989482380404,0
1.91824998844803,1.8650703911124,0.432643061571613,0
1.77622456420693,2.76844885373845,0.296717634312913,0
2.06320793392769,1.62348684381479,0.507679476683488,0
1.83019450660373,2.02495908495901,0.385415822708521,0
1.9875477309385,1.84874944690209,0.384394014837975,0
2.02555381788075,1.74854311306624,0.43466465284927,0
2.03251094642329,1.4596632875305,0.564169858966351,0
1.98248683804001,2.03494588808313,0.373685931555889,0
2.03454691753561,1.47959284619846,0.50342761645184,0
1.90952523010183,1.92345466501031,0.429525851163241,0
1.88031301706843,2.86355053409391,0.288885691935122,0
1.61840678730454,3.59125682542436,0.192563449522939,0
1.96383300143526,2.16456142474402,0.388196308694481,0
2.06415623501613,1.67190046530287,0.529295131279698,0
2.02039384975463,1.32438259978553,0.637038974826727,0
2.18405522865611,1.27546882054483,0.616869677631119,0
2.12680903389748,1.13613741193125,0.743669005370388,0
2.11810636952059,1.47092436728367,0.559617126401264,0
2.19736183049404,1.57195844024865,0.564521884744169,0
1.72123008574753,2.66758679172872,0.311334356957648,0
2.04518511845499,1.33752645494405,0.548571346910775,0
1.82952729934079,2.47827572435323,0.319315470205605,0
1.98045100056314,2.52126687470989,0.296660361412169,0
1.75933524234028,3.76389943487275,0.205807213049966,0
1.95510491590327,1.73605838454207,0.415898460762294,0
1.7533553966857,2.39112697078747,0.298427884428927,0
1.88121270388044,1.71721827340002,0.410820780847501,0
2.03044208596198,1.67491574523721,0.473949874020523,0
2.11325916884356,1.85446338665505,0.396200812979727,0
1.79033480404224,3.14656882411701,0.226268216814429,0
1.68560452535972,3.70047192957459,0.212888250842385,0
1.77847351699191,2.03563851549558,0.400261909085008,0
1.81136355283187,1.95977719108946,0.388140655492628,0
1.78489544785495,1.75830162351048,0.462909001551494,0
1.61134883423655,3.12445954928509,0.232249070040343,0
1.76736292247537,1.83635354288814,0.374576937579766,0
2.02676425831699,2.00666447616684,0.352463741881075,0
1.9294193197954,2.17458336829489,0.364903856656077,0
1.72735428769096,2.18736447307225,0.337873820130756,0
2.07813133872601,1.62631671074865,0.477566560333101,0
2.06814168425037,1.93257688355901,0.34666756517977,0
1.86477551357001,1.64229705092336,0.432074697944086,0
2.0030541420747,1.60825069121155,0.462621150626022,0
1.99801330344548,2.05941947173377,0.319740964819164,0
1.77216625519785,1.96784187093918,0.382927303022109,0
1.73182909651567,2.04526530253958,0.37370260319672,0
1.94386320036795,2.02461431029608,0.366880563020735,0
2.16484060305332,1.48816576401264,0.509516056241916,0
1.97505802412897,1.67785619292692,0.455627043834303,0
2.0003808078347,1.55413953708732,0.515778957295138,0
2.05315079810268,1.60630591041799,0.46946656269629,0
1.7014691530709,3.5499828804536,0.190117143074691,0
1.65435695759669,4.0427812231936,0.189260267511648,0
2.05545985556261,2.01658298600566,0.362462740826373,0
1.88794749547606,1.84250176966883,0.399909708432262,0
2.10814303691983,1.7247143724113,0.39885029564785,0
1.47873988807178,3.56079412327242,0.203777301621879,0
1.92841891227418,1.50773921120662,0.53488825915301,0
2.09370855636745,1.58284964071339,0.498066520921392,0
1.83927916082591,2.18654926497211,0.340404762458604,0
1.99575449691235,1.70655991883664,0.434363178793033,0
1.52013526818162,2.45175929725079,0.28373021667229,0
1.81918077783832,1.69817616526874,0.41258778292693,0
2.04959857960407,1.53805262134755,0.50984210831104,0
1.74359492951522,2.64740844488438,0.283433644513553,0
1.8638481083806,1.91942714849121,0.365035333994345,0
1.90533968591039,2.71653613207571,0.267709392045589,0
1.88973467364909,1.72584125016887,0.425455864769589,0
2.07103694583052,1.61619049406957,0.473623896434966,0
1.98026495628342,2.56509641268526,0.323612613610678,0
2.00971321608782,1.52215582399459,0.484373308481784,0
1.91922762612153,2.04559247542547,0.35128436098369,0
1.79122945926612,2.77598759674672,0.243054175298039,0
2.01681359528986,2.22235927933211,0.353541444743898,0
1.90523206760683,1.68645302796433,0.458820496987544,0
1.93230685478446,1.98265142186147,0.365688989073105,0
1.95913878568414,2.00372920556943,0.388655322288401,0
2.10487995408956,1.36380230490032,0.525795467376876,0
1.65570031517703,2.61572712892754,0.271379755130304,0
2.10221711860954,1.59902102452707,0.466534900412113,0
1.91035997425939,1.86442240410606,0.384050997282653,0
1.54947152444903,3.02187373578137,0.235154341396422,0
1.90545207727108,2.93520407512711,0.259485407062459,0
1.95147454157812,1.80804666841165,0.425512437690932,0
2.00957798517493,1.54073457067701,0.468971564414879,0
2.01450847375524,1.68735158729018,0.433144298293755,0
1.54459952368731,2.81801638479804,0.236538696670046,0
1.77747933126851,3.51524554700589,0.220181569257946,0
2.04684818038724,2.05393718952523,0.362289867785073,0
1.99558720714771,1.65609736111069,0.438941088047507,0
1.87020384116101,3.09809847116755,0.259536313602263,0
1.85546466775857,2.0754418781724,0.3343269661665,0
1.66664114391989,2.78139038169091,0.254892756617654,0
1.83822289007157,2.59424905262154,0.290838481510403,0
1.75126296045601,2.3838269277477,0.29879753444395,0
1.94763482041983,2.10998777963777,0.356809050312372,0
1.59325482203238,3.1666513843289,0.222604489785951,0
1.82025021928275,3.38291217679585,0.22500183143891,0
1.97513808091895,1.52575484881439,0.485908194364643,0
2.07907814778375,1.59635971685316,0.433744067886505,0
2.06163524513677,2.73984778490142,0.270451692824769,0
1.73125218447752,3.46887765169336,0.221203216829824,0
1.91515915635139,2.07339442523986,0.393299565374111,0
1.88873514077023,2.23455521229628,0.311751030055407,0
1.73466993251863,2.22882304093537,0.336718652088162,0
1.9242367846709,1.77478402503599,0.449064197383096,0
1.76815536902884,3.88234972495898,0.199187089090545,0
1.8090902495325,3.33742335335098,0.242656659729657,0
2.15606301356683,1.71032695328292,0.431418364466033,0
1.75644584792012,2.77235166440785,0.279482515901871,0
1.99793236529562,1.44935708156968,0.475253732178494,0
1.76037266703573,1.9160844255114,0.364562296950895,0
2.0120466915929,1.98279520127204,0.367365844652806,0
1.87738760657453,2.1040452312366,0.352968562539031,0
2.04837427226977,1.83575005477041,0.419999730079908,0
1.81661263462509,1.85752861415672,0.358987014268613,0
2.0256135265876,1.79519592246794,0.390937649877645,0
1.82795287226122,1.82464674702099,0.386677347055012,0
1.60054855929761,3.308004099049,0.222768810931187,0
1.77929782684782,2.10856787505012,0.346788151397996,0
1.93108600210405,1.82540956730979,0.423161606900012,0
1.84596419823111,3.16672333223931,0.249637438528593,0
1.85306501475007,3.12190047889213,0.251782803884393,0
1.84215836130889,1.91452616150399,0.404283460937742,0
1.76327171130731,2.13361757985774,0.329332529854372,0
2.08614598488073,1.36190811440466,0.557774388394113,0
1.99839288725143,1.80548320425189,0.400382936111236,0
2.01844147495601,2.44010525715391,0.294230345431688,0
2.02685148375812,1.41309141267991,0.54853268254394,0
1.63729916177098,2.7085888102063,0.255334206016592,0
1.83239621273346,2.13449427161866,0.345620224169325,0
1.68107743401831,3.16304347392763,0.242784913463788,0
1.91794394714647,2.34838811832831,0.335824666277801,0
1.80789545321118,1.71111062009585,0.400612136461305,0
1.81235887140931,2.77502010058965,0.23894286929899,0
1.80497581838905,2.15061189050794,0.326741633952298,0
1.77749486158842,1.86400205773202,0.3641935073777,0
1.8925874877516,1.96838318443993,0.338355135059693,0
1.8165424065675,2.39941286240393,0.305970057007963,0
1.81586818445698,1.83967634407278,0.386000771961031,0
1.88511999744565,1.94531092983834,0.407321930934258,0
1.76872416775154,2.61813707979007,0.280063258328714,0
1.80146406849532,1.95448798937902,0.3827687897855,0
1.92354205711759,2.06099595801661,0.346857516543515,0
1.76330172995308,2.50095596797602,0.278609140933013,0
1.84422772078023,2.26361661419373,0.311888362844749,0
1.78599512643598,3.5150369239561,0.210095159253569,0
1.95407305006359,1.80531200215375,0.420912813851668,0
1.93112621116109,1.89207334560873,0.386261166351008,0
2.16268793561109,1.80956562205115,0.360105153704507,0
2.01286618727667,1.73110526933339,0.381996075687171,0
1.97689144147818,2.07002026812183,0.328522897551648,0
1.94011579972963,2.25648530739235,0.312561430636994,0
2.09528459329677,1.92199476698928,0.394844906761094,0
1.98767226911678,1.7897534818324,0.420163928593345,0
1.88833080521152,1.82553330524764,0.379603831401772,0
1.87047182193229,2.54201649807464,0.314204664196022,0
1.93352331830951,1.81582249520902,0.405518520690446,0
1.91691108322841,1.43158757203631,0.481992134611884,0
2.04201144046846,1.66420941912965,0.483320350405369,0
1.75719848566918,3.1462587333397,0.227276487160722,0
1.48681940444318,4.06662157108689,0.15973471544086,0
1.62266253564221,2.7054278110364,0.244055184583774,0
1.89872265203005,1.8581104657622,0.410128187899244,0
1.81235107536806,3.10918865541595,0.233212685578786,0
1.62682941672199,2.66727049360745,0.280693041437814,0
1.70480765880838,2.28396968500133,0.329330166839768,0
1.75055790323053,2.13967090491117,0.36967821302204,0
1.86299062837789,2.07956489617339,0.361599777669853,0
1.89973893227495,2.02765098300286,0.354534471299978,0
2.10428632684343,1.75243593451006,0.392071433419061,0
1.75721550969415,2.03086603365501,0.308580219323135,0
2.01558942338948,1.73489479398199,0.373167524125162,0
1.89238757804902,1.77512185496983,0.401642635386917,0
1.70950329133535,2.24867462854459,0.328658352545494,0
1.68836850801468,2.56664809819043,0.288328827241683,0
1.97443745641686,1.707460629358,0.393045710432714,0
2.05756447862184,1.72919513592046,0.383352304372885,0
1.93116756595783,1.92067749884341,0.359760310038741,0
1.93709217902667,1.84190486298449,0.395662482206095,0
1.7839829955273,2.19905121898267,0.324404305476155,0
2.06475789872611,1.72746945831378,0.440155892197929,0
2.07380688908296,2.30539580673109,0.345851747233582,0
